NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2244,DEPUTADO FEDERAL,MARCOS SCOLARI,3670
2255,DEPUTADO FEDERAL,ARAY CARLOS DA FONSECA FILHO,1259
2290,DEPUTADO FEDERAL,RODRIGO LUGLI,6965
2323,DEPUTADO FEDERAL,MARCO AURELIO MARRAFON,9999
2333,DEPUTADO FEDERAL,IDEIVA RASIA FOLETTO,3594
2700,DEPUTADO FEDERAL,JOÃO PINTO,197
2701,DEPUTADO FEDERAL,SIMONE MACEDO GOMES,40
2717,DEPUTADO FEDERAL,BENEDITO JULIANO JOSETTI DA ROSA,582
2722,DEPUTADO FEDERAL,VALDELICIO ALVES MENDES,741
2727,DEPUTADO FEDERAL,CLEIDE CORREA GUERRA,543
2733,DEPUTADO FEDERAL,KENIA MEDEIROS DE OLIVEIRA NASCIMENTO,5
2777,DEPUTADO FEDERAL,RENATO SILVEIRA D AVILA,71
2788,DEPUTADO FEDERAL,FABIO CESAR VIEIRA,401
3000,DEPUTADO FEDERAL,ARTHUR BOSCO OLIVEIRA LOPES,1945
3010,DEPUTADO FEDERAL,JOSE SIRLEI ROZA DE LIMA,459
3014,DEPUTADO FEDERAL,IRISMAR ALLEN DA SILVA,269
3016,DEPUTADO FEDERAL,ALINE DE JESUS OLIVEIRA,865
3030,DEPUTADO FEDERAL,GILBERTO ROQUE GEREMIA,522
3601,DEPUTADO FEDERAL,CLEBER DIEGO ADORNO MOURA,117
3610,DEPUTADO FEDERAL,MARIA RITA DE SOUZA OLIVEIRA,169
3636,DEPUTADO FEDERAL,EDISON MARIA MENDES DE SOUZA,306
3640,DEPUTADO FEDERAL,LUIZ CARLOS SALES DA SILVA,230
3666,DEPUTADO FEDERAL,ANA MARIA BATISTA NELSON,363
3677,DEPUTADO FEDERAL,PEDRO VIDAL LOPES,152
4000,DEPUTADO FEDERAL,JOELSON FERNANDES DO AMARAL,12193
4010,DEPUTADO FEDERAL,ALLAN KARDEC PINTO ACOSTA BENITEZ,43309
4011,DEPUTADO FEDERAL,TÃLIO AURÃLIO CAMPOS FONTES,17406
4022,DEPUTADO FEDERAL,KAREN PRISCILA ROCHA ANTUNES SANTOS,10839
4038,DEPUTADO FEDERAL,GERALDO GEZONI FILHO,6634
4040,DEPUTADO FEDERAL,THIAGO COSTA ALCARAZ,1564
4044,DEPUTADO FEDERAL,WELITON MARCOS RODRIGUES DE OLIVEIRA,6290
4055,DEPUTADO FEDERAL,SERYS MARLY SLHESSARENKO,3120
4080,DEPUTADO FEDERAL,NEUMA DE MORAIS,44931
4343,DEPUTADO FEDERAL,FRANCISCO TARQUINIO DALTRO,3342
4355,DEPUTADO FEDERAL,CLEY ROBERTO FERNANDES DA SILVA,2789
4390,DEPUTADO FEDERAL,MIRIAN DE OLIVEIRA,370
4400,DEPUTADO FEDERAL,FÃBIO PAULINO GARCIA,98704
4410,DEPUTADO FEDERAL,MARCHIANE TENÃRIO FRITZEN,10086
4422,DEPUTADO FEDERAL,JONILDO JOSÃ DE ASSIS,47479
4440,DEPUTADO FEDERAL,GISELA SIMONA VIANA DE SOUZA,28897
4444,DEPUTADO FEDERAL,ANTONIO HUMBERTO MARTINS SIQUEIRA DE MELO BOSAIPO,22563
4455,DEPUTADO FEDERAL,TULIO MARCOS CASADO DA SILVA,4804
4466,DEPUTADO FEDERAL,ELIANE PEREIRA BORGES DOS SANTOS,6612
4477,DEPUTADO FEDERAL,AÃCIO GUERINO DE SOUZA RODRIGUES,9922
4499,DEPUTADO FEDERAL,JEFERSON WAGNER RAMOS,12475
4500,DEPUTADO FEDERAL,LAURA KELLY HORTENCI DE BARROS,4398
4522,DEPUTADO FEDERAL,DILMAIR CALLEGARO,7300
4545,DEPUTADO FEDERAL,LUCIANO AUGUSTO NEVES,2804
4554,DEPUTADO FEDERAL,ROGERIO FRANÃA MARTINS,6126
4555,DEPUTADO FEDERAL,LUCIANA CRISTINA DOS SANTOS,3311
4556,DEPUTADO FEDERAL,JUSSARA LEMOS BORCHARDT,188
4567,DEPUTADO FEDERAL,ANTONIO FRANCISCO MALHEIROS,4510
5001,DEPUTADO FEDERAL,GONÃALINA PEREIRA DE SOUZA MELO,321
5005,DEPUTADO FEDERAL,JULIAN SILVA TACANÃ,759
5011,DEPUTADO FEDERAL,MILTON DANTAS OLIVEIRA,206
5050,DEPUTADO FEDERAL,MAURO CÃSAR LARA DE BARROS,16720
5088,DEPUTADO FEDERAL,LIDIANY RAMOS SENA,787
5100,DEPUTADO FEDERAL,BENIVAL ALVES DA SILVA,733
5111,DEPUTADO FEDERAL,GABRIEL GONÃALVES DE MIRANDA,944
5112,DEPUTADO FEDERAL,EDUARDO GOMES SILVA,628
5122,DEPUTADO FEDERAL,NÃGILA REGIANE DE OLIVEIRA,326
5123,DEPUTADO FEDERAL,WILSON JOSÃ DOS SANTOS,3047
5151,DEPUTADO FEDERAL,AELCIO MOREIRA DE OLIVEIRA,2616
5155,DEPUTADO FEDERAL,EDILENE BARROS MIRANDA SOARES,482
