NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2210,DEPUTADO FEDERAL,FERNANDO ANTONIO DE ARAÃJO LIMA JUNIOR,8506
2220,DEPUTADO FEDERAL,LÃCIA MARIA DE MELO,327
2222,DEPUTADO FEDERAL,JOSÃ DE OLIVEIRA GUIMARÃES,16184
2233,DEPUTADO FEDERAL,JOÃO BOSCO DA COSTA,29651
2238,DEPUTADO FEDERAL,ILDOMÃRIO SANTOS GOMES,6613
2244,DEPUTADO FEDERAL,ICARO BARBOSA COSTA,75912
2290,DEPUTADO FEDERAL,JOSÃ VALDEVAN DE JESUS SANTOS,49
2300,DEPUTADO FEDERAL,LAYSE SANTIAGO COSTA JASMIM,3570
2310,DEPUTADO FEDERAL,JORDANA OLIVEIRA SANTOS,521
2323,DEPUTADO FEDERAL,ITAMAR DE SANTANA NASCIMENTO,1126
2333,DEPUTADO FEDERAL,LEANDRO MURAD OLIVEIRA,5225
2345,DEPUTADO FEDERAL,JAILSON FARIAS DOS SANTOS,2122
2700,DEPUTADO FEDERAL,ELOI FRANCISCO DE MENEZES,183
2707,DEPUTADO FEDERAL,JOSÃ SEVERO DOS SANTOS,174
2710,DEPUTADO FEDERAL,TERESA NEUMA DE OLIVEIRA CARVALHO,1837
2718,DEPUTADO FEDERAL,KELLY SILVANA DA SILVA LIMA,76
2727,DEPUTADO FEDERAL,MOACIR CRUZ DOS SANTOS,266
2728,DEPUTADO FEDERAL,GILVAN BISPO DOS SANTOS,399
2733,DEPUTADO FEDERAL,MIKAELLA SUYANE SANTOS DA CRUZ BIZERRA,101
2759,DEPUTADO FEDERAL,JOSÃ ALVES DE JESUS,152
2760,DEPUTADO FEDERAL,CRISTIANO BISPO DOS SANTOS,213
3300,DEPUTADO FEDERAL,ILDEVAN CESAR CARDOSO SANTOS,278
3309,DEPUTADO FEDERAL,DURVALTECIO BONFIM SILVA SANTOS,129
3310,DEPUTADO FEDERAL,JOSE RICARDO SILVA,1706
3322,DEPUTADO FEDERAL,ADIEL BENICIO SALES,405
3330,DEPUTADO FEDERAL,JACQUELINE GONCALVES DE ALMEIDA,35
3333,DEPUTADO FEDERAL,GILSON SECUNDO DE SOUZA,896
3344,DEPUTADO FEDERAL,SANDRA MARIA DOS SANTOS,82
3350,DEPUTADO FEDERAL,SANDRA ROSA RIBEIRO,78
4000,DEPUTADO FEDERAL,OSMAR RODRIGUES FARIAS JUNIOR,2923
4001,DEPUTADO FEDERAL,LUIZ EDUARDO ALVES DE OLIVA,1087
4004,DEPUTADO FEDERAL,PRISCILA BOAVENTURA SOARES VIEIRA,5349
4010,DEPUTADO FEDERAL,ISIS NATALY OLIVEIRA VIANA,512
4011,DEPUTADO FEDERAL,ROBSON SILVA SANTANA,277
4013,DEPUTADO FEDERAL,TATHIANE AQUINO DE ARAUJO,1297
4040,DEPUTADO FEDERAL,JOALDO VIEIRA BARBOSA JUNIOR,1270
4077,DEPUTADO FEDERAL,GILTON SOARES DINIZ,1650
4090,DEPUTADO FEDERAL,ANTIDIO COSTA FILHO,601
4321,DEPUTADO FEDERAL,CLAUDIA RODRIGUES DA SILVA,490
4343,DEPUTADO FEDERAL,JOÃO BATISTA DE FARIAS FONTES JUNIOR,750
4400,DEPUTADO FEDERAL,FABIO HENRIQUE SANTANA DE CARVALHO,28171
4410,DEPUTADO FEDERAL,ANDERSON FABIANO DA CRUZ GOIS,2190
4412,DEPUTADO FEDERAL,ELIANA CRISTINA DOS SANTOS MOREIRA,2038
4422,DEPUTADO FEDERAL,MARIA GEDALVA SOBRAL ROSA,11176
4433,DEPUTADO FEDERAL,ANTONIO NERY DO NASCIMENTO JUNIOR,5164
4444,DEPUTADO FEDERAL,YANDRA BARRETO FERREIRA,131471
4456,DEPUTADO FEDERAL,DANIELA DOS SANTOS FORTES,5530
4477,DEPUTADO FEDERAL,RODRIGO SANTANA VALADARES,49696
4499,DEPUTADO FEDERAL,JAIRO MARTINS DE SOUZA,478
4500,DEPUTADO FEDERAL,EDNALVA FRANCISCA DA SILVA,1616
4523,DEPUTADO FEDERAL,HEBERT CARLOS SANTOS PEREIRA PASSOS,3025
4545,DEPUTADO FEDERAL,DANIEL MAX DA SILVA SANTOS,554
4555,DEPUTADO FEDERAL,ELISÃNGELA BONIFÃCIO NASCIMENTO DE MENEZES,1882
5000,DEPUTADO FEDERAL,GERFFESON SANTOS SANTANA,2033
