NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1317,DEPUTADO FEDERAL,FRANCELINO DA SILVA PAES,467
1320,DEPUTADO FEDERAL,LETICIA PIRES DE OLIVEIRA,1382
1321,DEPUTADO FEDERAL,VALDOMARK BATISTA TAVARES,864
1322,DEPUTADO FEDERAL,WADIH NEMER DAMOUS FILHO,27833
1323,DEPUTADO FEDERAL,MARGOTH SILVANA DA SILVA CARDOSO,1061
1329,DEPUTADO FEDERAL,CAMILA APARECIDA MARINS ALVARENGA THEODORO,4628
1330,DEPUTADO FEDERAL,IONE EFIGENIA DOS SANTOS,1133
1331,DEPUTADO FEDERAL,GABRIELA CORREIA DE SOUZA E LIMA,3581
1333,DEPUTADO FEDERAL,REIMONT LUIZ OTONI SANTA BÃRBARA,39325
1340,DEPUTADO FEDERAL,SANDRO ALEX DE OLIVEIRA CEZAR,7324
1344,DEPUTADO FEDERAL,ANTONIO PEREIRA DA SILVA LOBÃO FILHO,3633
1350,DEPUTADO FEDERAL,JOSÃ MARIA FERREIRA RANGEL,25589
1355,DEPUTADO FEDERAL,LUCIANA GONÃALVES DE NOVAES,31052
1357,DEPUTADO FEDERAL,PAULO VITOR XAVIER SANTOS,399
1360,DEPUTADO FEDERAL,RODRIGO MIGUEL GOMES FERREIRA,824
1366,DEPUTADO FEDERAL,FRANC JEFERSON ALARCON DE BARRIENTOS,2751
1367,DEPUTADO FEDERAL,MARIA DAS GRAÃAS GOMES FRANCO,1007
1368,DEPUTADO FEDERAL,DENILSON DE SOUZA,353
1369,DEPUTADO FEDERAL,INDIANARAE PEREIRA SIQUEIRA,4962
1370,DEPUTADO FEDERAL,MARIA LUCIA COSTA SILVA,774
1377,DEPUTADO FEDERAL,BENEDITA SOUZA DA SILVA SAMPAIO,113831
1388,DEPUTADO FEDERAL,ROBSON SOUZA SANTOS,460
1391,DEPUTADO FEDERAL,NARA CRISTINA PEREIRA DA SILVA,373
1394,DEPUTADO FEDERAL,CLAUDIMAR LOURENÃO DA ROCHA,550
1399,DEPUTADO FEDERAL,VIRGILIO DE OLIVEIRA SOUZA,978
1400,DEPUTADO FEDERAL,ROSANGELA PEÃANHA DA SILVA BRITO DOS SANTOS,1342
1401,DEPUTADO FEDERAL,REGINA CÃLIA DE SOUZA BENTO SEQUEIRA,242
1402,DEPUTADO FEDERAL,DANIEL DA SILVA MOFACTO,2754
1404,DEPUTADO FEDERAL,VALERIA CRISTINA ANTUNES THOME  FERREIRA,620
1405,DEPUTADO FEDERAL,ANA PAULA GOLDBACH,247
1406,DEPUTADO FEDERAL,CAROLINE ARIEL KIMBERLY MARTINS LEITE,754
1407,DEPUTADO FEDERAL,CASSIO VINICIUS LOPES PORTES,2032
1410,DEPUTADO FEDERAL,PAULO SERGIO CORREIA DE QUEIROZ,604
1411,DEPUTADO FEDERAL,ALESSANDRE ALEX PEREIRA DOMINGUES,1090
1412,DEPUTADO FEDERAL,ROBERTO LUCIO CERDEIRA,1692
1413,DEPUTADO FEDERAL,AUGUSTO ANTONIO DOS SANTOS,1505
1414,DEPUTADO FEDERAL,LILIAM SÃ DE PAULA,1455
1415,DEPUTADO FEDERAL,RITA DE CASSIA SILVA DA ROSA DOS SANTOS,165
1416,DEPUTADO FEDERAL,RENATO CORREA CAMPELLO,289
1417,DEPUTADO FEDERAL,RAQUEL MACIEL DA SILVA,1210
1420,DEPUTADO FEDERAL,ANA PAULA DA SILVA ANDRADE,447
1422,DEPUTADO FEDERAL,SERGIO RICARDO LOPES DE SOUZA,22148
1423,DEPUTADO FEDERAL,MANOEL MARINHO DE SOUZA,341
1426,DEPUTADO FEDERAL,DENILSON ALVES PASSOS,116
1427,DEPUTADO FEDERAL,AURORA DA SILVA RIBEIRO,385
1430,DEPUTADO FEDERAL,SAMUEL SIQUEIRA DA SILVA,390
1431,DEPUTADO FEDERAL,SILVIO LUIZ FERNANDES DE CASTRO,1923
1433,DEPUTADO FEDERAL,CARLOS ROBERTO RODRIGUES,41075
1434,DEPUTADO FEDERAL,JOÃO ROBERTO AVILA GOULART,84
1435,DEPUTADO FEDERAL,JÃNATHAS DA ROCHA AMÃNCIO,269
1440,DEPUTADO FEDERAL,RENATA MONTEIRO HENRIQUE,189
1441,DEPUTADO FEDERAL,PAOLA DA SILVA DANIEL,25629
1444,DEPUTADO FEDERAL,JOYCE ALBUQUERQUE DA ROCHA LEITE,2580
1445,DEPUTADO FEDERAL,FLAVIO PACCA CASTELLO BRANCO,4788
1450,DEPUTADO FEDERAL,ANTÃNIO LUIZ MASCIA BARRETO,68
1451,DEPUTADO FEDERAL,GLAUCIO MARCELO FONSECA DA SILVA,1789
1454,DEPUTADO FEDERAL,BENEDITO MENDES BRANDÃO,112
1455,DEPUTADO FEDERAL,CARLOS CORREIA JUNIOR,589
1461,DEPUTADO FEDERAL,EDNARDO DAVILA MELLO RAPOSO,13573
1465,DEPUTADO FEDERAL,ROSELENE MARTINS CARNEIRO LEITE,153
1466,DEPUTADO FEDERAL,LEONARDO FURTADO MAGALHAES,1448
1467,DEPUTADO FEDERAL,CHARLES MAURÃCIO DA SILVA,407
1470,DEPUTADO FEDERAL,LUCAS HENRIQUE FEITOSA DE MATTOS,3331
1474,DEPUTADO FEDERAL,ELIAS MIGUEL,665
1475,DEPUTADO FEDERAL,AROLDO DE SOUZA NASCIMENTO,120
1476,DEPUTADO FEDERAL,PEDRO RIBEIRO FERREIRA,227
1477,DEPUTADO FEDERAL,JOEL BITENCOURT SERRA,2393
1478,DEPUTADO FEDERAL,PETER SALOMÃO BUARQUE DO ESPÃRITO SANTO,705
1484,DEPUTADO FEDERAL,MARCUS VINICIUS DE VASCONCELOS FERREIRA,24219
1488,DEPUTADO FEDERAL,JORGE LUIS DE ALMEIDA JUNIOR,681
1490,DEPUTADO FEDERAL,ADALBERTO DE SOUZA RABELO,2300
1492,DEPUTADO FEDERAL,JULLIENE CABRAL SALVIANO DA SILVA,707
1500,DEPUTADO FEDERAL,JOÃO LUIS DUTRA LEITE,2330
1501,DEPUTADO FEDERAL,MARCO ANTONIO NEVES CABRAL,23806
1502,DEPUTADO FEDERAL,MARCOS HENRIQUE ALVES PIMENTEL,3916
1503,DEPUTADO FEDERAL,BARBARA SOLANGE ROSA DOS SANTOS,258
1505,DEPUTADO FEDERAL,ANGELICA ROMÃO MARCELINO,755
1507,DEPUTADO FEDERAL,RAQUEL RAMOS RODRIGUES CUNHA,373
1509,DEPUTADO FEDERAL,GILCÃIA MACHADO DE SOUZA,163
1511,DEPUTADO FEDERAL,DEULER DA ROCHA GONÃALVES JUNIOR,1078
1512,DEPUTADO FEDERAL,ADENIR DE PAULA BRETAS JUNIOR,1227
1514,DEPUTADO FEDERAL,SELMA BARRETO DA CRUZ,101
1515,DEPUTADO FEDERAL,TARCISIO DE MIRANDA ASSED ESTEFAN,8736
1516,DEPUTADO FEDERAL,GUTEMBERG REIS DE OLIVEIRA,133612
1517,DEPUTADO FEDERAL,NIELSON RODRIGO VICENTE DOS ANJOS,1860
1520,DEPUTADO FEDERAL,GILBERTO SALARINI,884
1522,DEPUTADO FEDERAL,OTONI MOURA DE PAULO JUNIOR,158507
1523,DEPUTADO FEDERAL,GABRIELA BARBOZA MARQUES,2585
1525,DEPUTADO FEDERAL,ELBA MARIA BARCELLOS BASTOS,204
1526,DEPUTADO FEDERAL,LEANDRO BARBOSA DE SOUZA,614
1527,DEPUTADO FEDERAL,BARBARA CRISTINA BERNARDES FERREIRA,153
1530,DEPUTADO FEDERAL,SONIA MARIA FERNANDES SOARES,984
1533,DEPUTADO FEDERAL,ANDRÃ SANTIAGO DA COSTA,1046
1534,DEPUTADO FEDERAL,MARCOS DO ESPIRITO SANTO DA SILVA,400
1540,DEPUTADO FEDERAL,PAULO CESAR DOMICIANO,1124
1544,DEPUTADO FEDERAL,ALDILAS HUNGRIA TOLEDO,2682
1545,DEPUTADO FEDERAL,GILBERTO DANIEL DE CARVALHO,557
1550,DEPUTADO FEDERAL,MAX MILLER AUGUSTO DE OLIVEIRA,1412
1551,DEPUTADO FEDERAL,ANDRÃ DOS SANTOS FIUZA,596
1554,DEPUTADO FEDERAL,MATHEUS PEREIRA GONÃALVES,193
1555,DEPUTADO FEDERAL,GABRIELLA SILVA THINNES,1022
1561,DEPUTADO FEDERAL,MARCELO DE ALENCAR FERREIRA,2957
1562,DEPUTADO FEDERAL,MARLUCIA DE SOUZA RAPHAEL,258
1563,DEPUTADO FEDERAL,MISAEL CICERO DA SILVA,417
1566,DEPUTADO FEDERAL,ROGERIO DE OLIVEIRA ROSA,656
1567,DEPUTADO FEDERAL,ANA CLAUDIA DE AZEREDO  MELLO,1062
1569,DEPUTADO FEDERAL,JORGE VIEIRA DE ABREU,473
1570,DEPUTADO FEDERAL,FELIPE MACEDO BRASILEIRO,8251
1572,DEPUTADO FEDERAL,LUCIANA ALVES DE MACEDO PEREIRA,672
1573,DEPUTADO FEDERAL,MARIA JOSE ALVES MACHADO,67
1574,DEPUTADO FEDERAL,HELEN DE PAULA BARRETO,122
1577,DEPUTADO FEDERAL,RENATO ROSA XAVIER,684
1578,DEPUTADO FEDERAL,LEONARDO DA SILVA LEAL,350
1580,DEPUTADO FEDERAL,LEONARDO CARNEIRO MONTEIRO PICCIANI,37125
1588,DEPUTADO FEDERAL,CARLOS ALBERTO DE SANT ANNA,1646
1593,DEPUTADO FEDERAL,FRANCISCO CARLOS CORTES ALVES,1669
1598,DEPUTADO FEDERAL,ROGERIO AMORIM DA SILVA,341
1599,DEPUTADO FEDERAL,GLAUBER JOAQUIM DE MATOS CORREA,571
1600,DEPUTADO FEDERAL,VÃNIA MARIA BORGES DA LUZ,303
1616,DEPUTADO FEDERAL,VINÃCIUS CAMARGO PEREIRA DA COSTA,621
1818,DEPUTADO FEDERAL,HELOÃSA HELENA LIMA DE MORAES CARVALHO,38161
1877,DEPUTADO FEDERAL,FABRÃCIO LÃRIO RODRIGUES,481
1888,DEPUTADO FEDERAL,AUGUSTO MENDES E SILVA DE ALMEIDA,274
1900,DEPUTADO FEDERAL,ALEXANDRE TEIXEIRA DE FREITAS RODRIGUES,10668
1901,DEPUTADO FEDERAL,JORGE LUIZ MATOS DE OLIVEIRA,1652
1902,DEPUTADO FEDERAL,WAGNER PIRES COELHO,4520
1903,DEPUTADO FEDERAL,ALONSIMAR DE OLIVEIRA PESSANHA,9811
