NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
4477,DEPUTADO FEDERAL,TERESINHA DE SOUSA MEDEIROS SANTOS,4542
4486,DEPUTADO FEDERAL,RICARDO BANDEIRA LOPES NETO,60
5000,DEPUTADO FEDERAL,MARIANA SOARES GOMES,2542
5013,DEPUTADO FEDERAL,MARINEIDE LINS DE ALBUQUERQUE,315
5050,DEPUTADO FEDERAL,FRANCISCO WILLIAMS DE ASSIS SOARES GONÃALVES,1146
5055,DEPUTADO FEDERAL,CLÃUDIO TEÃFILO MARQUES,1912
5100,DEPUTADO FEDERAL,JÃSSICA MONIQUE FREIRE LIMA,255
5101,DEPUTADO FEDERAL,FRANCISCO DAS CHAGAS SOARES DA CRUZ,424
5112,DEPUTADO FEDERAL,MARIZETE MOREIRA DE ANDRADE,225
5122,DEPUTADO FEDERAL,FRANCISCO DE ASSIS FEITOSA PEREIRA,373
5132,DEPUTADO FEDERAL,FRANCISCO FAGNER SOUSA COSTA,265
5133,DEPUTADO FEDERAL,VASCONCELO PINHEIRO SOUSA MELO,187
5143,DEPUTADO FEDERAL,WARLENE RIBEIRO SILVA,4
5151,DEPUTADO FEDERAL,ANTONIO MARCOS DA SILVA CARDOSO,274
5165,DEPUTADO FEDERAL,EDNA BARRADAS DOS SANTOS,149
5188,DEPUTADO FEDERAL,JEAN CARLOS RODRIGUES DE ABREU,471
5510,DEPUTADO FEDERAL,JOSÃ DIAS DE CASTRO NETO,127753
5511,DEPUTADO FEDERAL,SEMIRAMES DE GUADALUPE MOTA SOUSA,1349
5512,DEPUTADO FEDERAL,TATIANA MARIA MELO GUIMARÃES,9155
5515,DEPUTADO FEDERAL,MARCOS AURELIO PADUA RIBEIRO GONÃALVES DE SAMPAIO,79987
5520,DEPUTADO FEDERAL,JEGISLANE NORBETA ALVES DE SOUSA,670
5522,DEPUTADO FEDERAL,FÃBIO ABREU COSTA,57027
5525,DEPUTADO FEDERAL,FRANCISCO NIXON LOPES FROTA,1408
5555,DEPUTADO FEDERAL,JULIO CÃSAR DE CARVALHO LIMA,134863
5565,DEPUTADO FEDERAL,MARCOS NUNES CHAVES,9005
5577,DEPUTADO FEDERAL,VALTEVI BARROS DE SOUZA,125
7707,DEPUTADO FEDERAL,FLORO MAUEL ALMEIDA PROBO,5380
7713,DEPUTADO FEDERAL,VIVIANE MOURA BEZERRA,4901
7722,DEPUTADO FEDERAL,GLEICIANO JUREMA SANTOS,816
7733,DEPUTADO FEDERAL,SILAS FREIRE PEREIRA E SILVA,17198
7736,DEPUTADO FEDERAL,GLENDA SANTOS DE ALMEIDA BORGES,73
7770,DEPUTADO FEDERAL,ROBSON BEZERRA RIBEIRO,335
7776,DEPUTADO FEDERAL,ROBERTO SILVA DE OLIVEIRA,668
7777,DEPUTADO FEDERAL,JOSÃ DE ANDRADE MAIA FILHO,16911
7779,DEPUTADO FEDERAL,CELENE FERNANDES DA SILVA,1121
7788,DEPUTADO FEDERAL,FERNANDA GABRIELLY COSTA GOMES,40926
7789,DEPUTADO FEDERAL,VALBER WESLLEY PAZ DE VASCONCELOS,1846
8080,DEPUTADO FEDERAL,THAYS DIAS DE MORAIS,878
