NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1940,DEPUTADO FEDERAL,LUANA KARMINY BESSA DE ARAÃJO,125
1977,DEPUTADO FEDERAL,PRISCILLA DE SOUZA VICENTE,1656
1999,DEPUTADO FEDERAL,RAUL DA SILVA LIMA SOBRINHO,6714
2011,DEPUTADO FEDERAL,LUIZA TORQUATO DA COSTA,65
2020,DEPUTADO FEDERAL,JORDEAN FABRICIO DA SILVA,76
2022,DEPUTADO FEDERAL,MÃRIO SARMENTO DA SILVA,146
2200,DEPUTADO FEDERAL,EDIO VIEIRA LOPES JUNIOR,10563
2211,DEPUTADO FEDERAL,MARIA DE LOURDES  PINHEIRO,1186
2215,DEPUTADO FEDERAL,GLEYCE MORAES BEZERRA MOTA,1756
2222,DEPUTADO FEDERAL,RODRIGO MARTINS DE MELLO,9095
2223,DEPUTADO FEDERAL,JONAS DE SOUZA MARCOLINO,916
2244,DEPUTADO FEDERAL,WILLIAN OLIVEIRA DA SILVA,289
2277,DEPUTADO FEDERAL,DANIELA ADRIANE SEVERO,2760
2299,DEPUTADO FEDERAL,TALITA LAILA CANAL,11
2300,DEPUTADO FEDERAL,KATIANE ALVES REIS,46
2307,DEPUTADO FEDERAL,FÃBIO ROGÃRIO VIEIRA DE OLIVEIRA,135
2310,DEPUTADO FEDERAL,GIVONALDO SANTIAGO,74
2311,DEPUTADO FEDERAL,JOSÃ VALENTINO PERES DA SILVA,60
2323,DEPUTADO FEDERAL,JOSÃ RODRIGUES DOS SANTOS,252
2333,DEPUTADO FEDERAL,ISNEIDE PEREIRA NUNES,82
2700,DEPUTADO FEDERAL,DENIS ALCANTARA DE MELO,247
2710,DEPUTADO FEDERAL,MARIA DA SILVA,33
2711,DEPUTADO FEDERAL,MARIA EDNALVA DA SILVA FEITOSA,62
2722,DEPUTADO FEDERAL,ANTONIO CARLOS FREIRE SILVA,229
2727,DEPUTADO FEDERAL,MARLENE NASCIMENTO LIRA LOPES,68
2777,DEPUTADO FEDERAL,ELIZOMAR MORAES DE LIMA,50
2800,DEPUTADO FEDERAL,DIOMAR POLICARPO DE AMARAL,134
2808,DEPUTADO FEDERAL,VICTÃRIA AYRES ROCHA DOS SANTOS,24
2814,DEPUTADO FEDERAL,GLEISSON MORAIS DA SILVA,88
2822,DEPUTADO FEDERAL,ANTONIO PEREIRA MATOS,62
2828,DEPUTADO FEDERAL,HAYDEE LUCAS PARREIRA,37
2829,DEPUTADO FEDERAL,WALDEMIR MACHADO DE AMORIM,38
2844,DEPUTADO FEDERAL,SARA DO NASCIMENTO LOPES,65
2929,DEPUTADO FEDERAL,LIDIA LOPES PEREIRA,5
3311,DEPUTADO FEDERAL,SAMARA SOUSA AMIM MAGALHAES,133
3312,DEPUTADO FEDERAL,CLAUDIONEI SIMON,823
3322,DEPUTADO FEDERAL,SHAOLYN GOMES BEZERRA,372
3333,DEPUTADO FEDERAL,WEULLER JACKSON LOPES DOS PASSOS,745
3338,DEPUTADO FEDERAL,FILIPE SILVA COSTA,890
3388,DEPUTADO FEDERAL,STELLA ANDREOTTI BROSSI ARAUJO,83
3500,DEPUTADO FEDERAL,MARCIANO SANTOS DUARTE,611
3522,DEPUTADO FEDERAL,ELYSETE CAROLLYNE DE MOURA,221
3535,DEPUTADO FEDERAL,LEONILDE LIMA CAVALCANTE,271
3599,DEPUTADO FEDERAL,ANTÃNIA LIMA DA SILVA,118
4022,DEPUTADO FEDERAL,SUANAM CRISTINA RIBEIRO DA COSTA,30
4040,DEPUTADO FEDERAL,ANTÃNIA NECO DA CRUZ NOGUEIRA,62
4300,DEPUTADO FEDERAL,JOSILENE SOUZA GALVÃO,229
4320,DEPUTADO FEDERAL,ROSELI RIBEIRO,306
4343,DEPUTADO FEDERAL,GIL MARCOS FIGUEIRINHA DE ALMEIDA,3
4411,DEPUTADO FEDERAL,HERBERT DE AMORIM CARDOSO,3158
4420,DEPUTADO FEDERAL,RAIMUNDO DINIZ ARAÃJO,8243
4422,DEPUTADO FEDERAL,EDNA DOS SANTOS MACEDO,6319
4433,DEPUTADO FEDERAL,LIDIANE CAVALCANTE VANDERLEI,950
4444,DEPUTADO FEDERAL,ANTONIO CARLOS NICOLETTI,10969
4455,DEPUTADO FEDERAL,THIAGO HENRIQUE FERREIRA RODRIGUES,3129
4477,DEPUTADO FEDERAL,JEFERSON ALVES,7111
4490,DEPUTADO FEDERAL,JOSEANE DA SILVA SOUZA,1584
4523,DEPUTADO FEDERAL,THALIA PEREIRA RIBEIRO,39
4545,DEPUTADO FEDERAL,LUIZ DE SOUSA SANTOS,196
5050,DEPUTADO FEDERAL,EUNICE MACHADO MOREIRA,412
5051,DEPUTADO FEDERAL,JOSÃ LUÃS OCA,52
5055,DEPUTADO FEDERAL,JÃNIOR ARAÃJO RIBEIRO,145
5100,DEPUTADO FEDERAL,RAIMUNDO NONATO CARVALHO GUIMARAES,128
5107,DEPUTADO FEDERAL,DEIARLA DE OLIVEIRA LACERDA,87
5112,DEPUTADO FEDERAL,JOELMA DA SILVA VIANA,25
5120,DEPUTADO FEDERAL,EDILBERTO SOARES PINTO,29
5122,DEPUTADO FEDERAL,VENCESLAU BRAZ DE FREITAS BARBOSA,75
5123,DEPUTADO FEDERAL,AVENIR ANGELO ROSA FILHO,27
5125,DEPUTADO FEDERAL,WANNY KIARA DA SILVA OLIVEIRA,4
5151,DEPUTADO FEDERAL,REIJANE CARVALHO SOUZA ABREU,370
5190,DEPUTADO FEDERAL,PAULO GILSON DE FARIAS ROCHA,3
5500,DEPUTADO FEDERAL,SIMONE ANDRADE QUEIROZ,8970
5511,DEPUTADO FEDERAL,ANA LUCIOLA VIEIRA FRANCO,1595
5515,DEPUTADO FEDERAL,HIGOR BARROS ARAÃJO,124
5522,DEPUTADO FEDERAL,YACHIN DE CARVALHO GOMEZ,318
5555,DEPUTADO FEDERAL,JOSÃ HAROLDO FIGUEIREDO CAMPOS,10361
5566,DEPUTADO FEDERAL,VICENTE ALEXANDRINO NOGUEIRA NETO,23
5588,DEPUTADO FEDERAL,EROTEIA DA SILVA MOTA,481
5595,DEPUTADO FEDERAL,LINOBERG BARBOSA DE ALMEIDA,5635
5599,DEPUTADO FEDERAL,THIAGO CÃSAR REIS PEREIRA,2186
7700,DEPUTADO FEDERAL,ODILANEI DA SILVA DOS SANTOS,28
7707,DEPUTADO FEDERAL,ALINE KARLA LIRA DE OLIVEIRA,84
7711,DEPUTADO FEDERAL,VICTOR MARCELO MOREIRA FERREIRA,522
7744,DEPUTADO FEDERAL,JOÃO KLEBER MARTINS DE SIQUEIRA,126
7755,DEPUTADO FEDERAL,IONE NEVES CUNHA,274
7777,DEPUTADO FEDERAL,JOSE OTACI BARROSO DO NASCIMENTO,209
7788,DEPUTADO FEDERAL,THIAGO COELHO FOGAÃA,15
7790,DEPUTADO FEDERAL,JEREMIAS SOUSA LIMA,12
9000,DEPUTADO FEDERAL,RAMON FELIPE DE SOUZA SILVA,507
9001,DEPUTADO FEDERAL,LUIZA CARMEM BRASIL,230
9010,DEPUTADO FEDERAL,WAGNO ALVES VIEIRA,103
9011,DEPUTADO FEDERAL,WALDEREZ PEREIRA DOS SANTOS GUILHERME,640
9022,DEPUTADO FEDERAL,VANDERLEI LIMA SANTANA,333
9033,DEPUTADO FEDERAL,MARIA DA FELICIDADE SANTOS DO NASCIMENTO,321
9090,DEPUTADO FEDERAL,EVERALDO RAMOS DA SILVA JUNIOR,964
9093,DEPUTADO FEDERAL,JANES MIRANDA,1071
9099,DEPUTADO FEDERAL,ANTONIO EMILIANO CHAVES JUNIOR,296
