NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2200,DEPUTADO FEDERAL,JOELE SILVA DA CRUZ,732
2210,DEPUTADO FEDERAL,ALBERTO BARROS CAVALCANTE NETO,147846
2211,DEPUTADO FEDERAL,JOSE NILMAR ALVES DE OLIVEIRA,6772
2222,DEPUTADO FEDERAL,ALFREDO PEREIRA DO NASCIMENTO,46760
2233,DEPUTADO FEDERAL,RAFAEL AMARAL DA COSTA E SILVA,8810
2244,DEPUTADO FEDERAL,RODRIGO DE SÃ BARBOSA,11833
2255,DEPUTADO FEDERAL,MARIA JOSEFA DE ASSIS ALVES,898
2266,DEPUTADO FEDERAL,VANILDA DE OLIVEIRA GUIMARÃES,158
2277,DEPUTADO FEDERAL,ALFREDO JACAUNA PINHEIRO FILHO,3277
2300,DEPUTADO FEDERAL,JOSETE COSTA DOS SANTOS,154
2323,DEPUTADO FEDERAL,AMOM MANDEL LINS FILHO,288555
2332,DEPUTADO FEDERAL,MARILENA MONICA PEREZ SAID,2396
2333,DEPUTADO FEDERAL,RAYMISON MONTEIRO DE SOUZA,5876
2345,DEPUTADO FEDERAL,ISRAEL ALEXANDRE MUNIZ PAULAIN,14850
2700,DEPUTADO FEDERAL,CIMARA ALENCAR CAVALCANTE,411
2707,DEPUTADO FEDERAL,RENATO MENDONÃA DE ALENCAR,127
2727,DEPUTADO FEDERAL,CICERO JOSE DE LIMA ALENCAR,743
2773,DEPUTADO FEDERAL,JEFFERSON ALVES DE LIMA,217
2777,DEPUTADO FEDERAL,CELSO CORSINO DA SILVA,536
2929,DEPUTADO FEDERAL,TEREZA CRISTINY LIMA CAVALCANTE,12
3030,DEPUTADO FEDERAL,JOÃO PAULO ANDRADE DE QUEIROZ,1688
3311,DEPUTADO FEDERAL,MARILENE ALVES DE OLIVEIRA,577
3322,DEPUTADO FEDERAL,PETER SCHMIDT,525
3331,DEPUTADO FEDERAL,JOSE LUIZ VIANA BENEVIDES,632
3333,DEPUTADO FEDERAL,SEVERINO GERMANO DA SILVA,730
3344,DEPUTADO FEDERAL,TATIANE SANTOS DE OLIVEIRA,113
3345,DEPUTADO FEDERAL,MARIO FERNANDO NOGUEIRA CARDOSO,127
3355,DEPUTADO FEDERAL,ALEXANDER CHEREM DE MELLO,184
3377,DEPUTADO FEDERAL,PERICLES DE SOUZA ARAUJO,840
3399,DEPUTADO FEDERAL,ESTER LEMOS DOS SANTOS,226
3600,DEPUTADO FEDERAL,EDSON DO NASCIMENTO PEREIRA,344
3612,DEPUTADO FEDERAL,JONIA MUNIZ DA SILVA,210
3622,DEPUTADO FEDERAL,SILVIO JOSÃ CINTRA MAIA,910
3633,DEPUTADO FEDERAL,GILMAR DA SILVA RIBEIRO,283
3636,DEPUTADO FEDERAL,MARCOS OLIVEIRA GAZEL,370
3655,DEPUTADO FEDERAL,ANTÃNIO ERIVELTON FERNANDES DA SILVA,45
3672,DEPUTADO FEDERAL,FÃTIMA VITÃRIA DE JESUS SPENER XAVIER,25
4013,DEPUTADO FEDERAL,ALDAMIR DA COSTA SOUZA,209
4040,DEPUTADO FEDERAL,IÃDA SANTOS CARDOSO,911
4333,DEPUTADO FEDERAL,ROSIMEIRE DA CONCEICAO ANJOS,273
4343,DEPUTADO FEDERAL,JOSE ADALBERTO DA SILVA,1195
4401,DEPUTADO FEDERAL,EMÃLIA FERRAZ DE CARVALHO,5745
4411,DEPUTADO FEDERAL,DIEGO ROBERTO AFONSO,12926
4422,DEPUTADO FEDERAL,PABLO OLIVA SOUZA,43521
4440,DEPUTADO FEDERAL,LEDA MARIA MAIA XAVIER,4519
4444,DEPUTADO FEDERAL,PAUDERNEY TOMAZ AVELINO,52014
4455,DEPUTADO FEDERAL,SAULLO VELAME VIANNA,127287
4456,DEPUTADO FEDERAL,LOUISMAR DE MATOS BONATES,27666
4477,DEPUTADO FEDERAL,FAUSTO VIEIRA DOS SANTOS JÃNIOR,87876
4488,DEPUTADO FEDERAL,ANÃ CAMPOS GUIMARÃES,2214
4500,DEPUTADO FEDERAL,EMIDIO NIRO KOHASHI,4853
4545,DEPUTADO FEDERAL,ELEOMEA MARIA BARROSO VIEIRA,931
4555,DEPUTADO FEDERAL,SUELANIA CRISTINA GONZAGA DE FIGUEIREDO,1182
4567,DEPUTADO FEDERAL,FRANCISCO VIRGILIO MELO DA SILVA,831
5013,DEPUTADO FEDERAL,EVALCILENE COSTA DOS SANTOS,458
5044,DEPUTADO FEDERAL,JOSÃ LUIZ DA SILVA VASQUES,304
5050,DEPUTADO FEDERAL,WELTON YUDI ODA,872
5100,DEPUTADO FEDERAL,CARLOS CRISTIANO FELIX,2518
5101,DEPUTADO FEDERAL,NOÃ MARTINS DA SILVA,259
5102,DEPUTADO FEDERAL,TANIA MARA FERREIRA DA COSTA,2026
5111,DEPUTADO FEDERAL,TIAGO DO VALE FALCÃO,4944
