NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
1181,DEPUTADO FEDERAL,CLARICE JULIETA ILARIA RAMOS,461
1188,DEPUTADO FEDERAL,MARIA CRISTINA SANTANA DOS SANTOS XAVIER,927
1199,DEPUTADO FEDERAL,VILMAR LOURENÃO,18836
1200,DEPUTADO FEDERAL,AFONSO ANTUNES DA MOTTA,70307
1201,DEPUTADO FEDERAL,FELIPE ESPOSITO CORDEIRO,1885
1202,DEPUTADO FEDERAL,KELLY APARECIDA SULZBACHER DA SILVA,802
1207,DEPUTADO FEDERAL,FLAVIO SANTOS DUARTE,1350
1212,DEPUTADO FEDERAL,DARCI POMPEO DE MATTOS,100113
1221,DEPUTADO FEDERAL,ATENA BEAUVOIR ROVEDA,2862
1222,DEPUTADO FEDERAL,JOÃO ANTONIO MARTINS COSTA,4656
1226,DEPUTADO FEDERAL,MARIA TERESA DE CASTRO,1377
1230,DEPUTADO FEDERAL,MARA ROSANE RODRIGUES,647
1233,DEPUTADO FEDERAL,ALENCART JOÃO LOCH,2477
1234,DEPUTADO FEDERAL,JULIANA BRIZOLA,68865
1237,DEPUTADO FEDERAL,JOEL FRANCISCO SOARES VIEIRA JUNIOR,1702
1242,DEPUTADO FEDERAL,TATIANE VIEIRA MARTINS GARCIA,214
1244,DEPUTADO FEDERAL,EVÃNIA MARIA SILVEIRA NUNES DE LIMA,1977
1250,DEPUTADO FEDERAL,LAVINA DIAS DE SOUZA,4273
1255,DEPUTADO FEDERAL,ROGÃRIO CHIMANSKI DA FONTOURA,1066
1261,DEPUTADO FEDERAL,ALBERTO FRANTZ JÃNIOR,2117
1266,DEPUTADO FEDERAL,JOSE ANTONIO GAVA,3479
1267,DEPUTADO FEDERAL,DARI RODRIGUES DA SILVA,211
1268,DEPUTADO FEDERAL,PERSON CAETANO MENDES,139
1270,DEPUTADO FEDERAL,LAURI FRANCISCO BERNARDES,677
1274,DEPUTADO FEDERAL,CESAR ELISANDRO BILYCZ DE CAMARGO,281
1277,DEPUTADO FEDERAL,LISSANDRA DOS SANTOS THOMSEN,1374
1278,DEPUTADO FEDERAL,PAULO AFONSO BURMANN,22791
1280,DEPUTADO FEDERAL,ODELTO ROQUE CAPELETTI,724
1282,DEPUTADO FEDERAL,GIANE CAMILLE LAUXEN,1255
1288,DEPUTADO FEDERAL,CÃSSIO SILVA MOREIRA,716
1299,DEPUTADO FEDERAL,LEANDRO ALVES DE ALMEIDA,3568
1301,DEPUTADO FEDERAL,PAULO DE OLIVEIRA DOS SANTOS,5208
1303,DEPUTADO FEDERAL,ISRAEL KUJAWA,3566
1307,DEPUTADO FEDERAL,PAULO ROBERTO SEVERO PIMENTA,223109
1310,DEPUTADO FEDERAL,LEONEL JOSÃ MOREM MATIAS,2797
1311,DEPUTADO FEDERAL,ALEXANDRE DUARTE LINDENMEYER,93768
1313,DEPUTADO FEDERAL,MARIA TEREZA TAVARES FUJII,13014
1314,DEPUTADO FEDERAL,MARIA EUNICE DIAS WOLF,18928
1320,DEPUTADO FEDERAL,ELVINO JOSÃ BOHN GASS,131881
1330,DEPUTADO FEDERAL,MARCEL MARTINS FRISON,11744
1331,DEPUTADO FEDERAL,EDUARDO EVALDT MANIQUE,3629
1333,DEPUTADO FEDERAL,DENISE DA SILVA PESSÃA,44241
1340,DEPUTADO FEDERAL,ANACLETO ZANELLA,19281
1345,DEPUTADO FEDERAL,JOACIR PICOLOTTO,2708
1347,DEPUTADO FEDERAL,CRISTIANE DA SILVA CONCEIÃÃO,648
1353,DEPUTADO FEDERAL,VITOR CARLOS FROZZA PALADINI,4690
1355,DEPUTADO FEDERAL,DIONILSO MATEUS MARCON,129352
1365,DEPUTADO FEDERAL,CARLOS AUGUSTO DA SILVA LOPES,12191
1367,DEPUTADO FEDERAL,NESTOR PEDRO SCHWERTNER,15723
1370,DEPUTADO FEDERAL,MARIA DO ROSÃRIO NUNES,151050
1377,DEPUTADO FEDERAL,HENRIQUE MASCARENHAS DE SOUZA,1992
1378,DEPUTADO FEDERAL,REGINETE SOUZA BISPO,19728
1380,DEPUTADO FEDERAL,LELIO NUNES LOPES FILHO,17098
